言語,Page,番号,単語,翻訳
ミャンマー語,29,19.0,地組,ရှုပ်သထ်းွ သသာအစှိတအ် ပှိုင်း် မ ာ်းကသှို ခမသပေါ်တငွ ယ် ာယ တပ်ဆငခ် င်း်
ミャンマー語,29,20.0,天端,ကနွ က် ရစ်မ ကန္် ာ ခပငတ် ငွ ် စှိုကထ် ာ်းသသာ သသ ာင်း်
ミャンマー語,29,21.0,玉掛け,ပစစည်း် မ ာ်း သယမ် ှိနတ် ငွ ် ခပြုံတမ် က သစရနက်ကြုံှိ်းခဖင ်ဲ့ ညခ် င်း်
ミャンマー語,29,22.0,合図,အ ကခ်ပခ င်း်
ミャンマー語,29,23.0,定格荷重,ပ ုသသသတမ် တအ် သလ်း ှိန်
ミャンマー語,29,24.0,たち,(သခမမ ကန္် ာ ခပငန္် င ်ဲ့) သထာငမ်ဲ့ နက် ခ င်း်
ミャンマー語,29,25.0,職長,လပု ်ငန်း် ငွ လ် မ််းည န ် ကက်း ကကပ်သူ
ミャンマー語,30,1.0,安全カバー,လခ ု ြုံ သရ်းကာဗာအဖ ု်း
ミャンマー語,30,2.0,安全帯,လခ ု ြုံ သရ်း ါ်းပတက်ကြုံှိ်း
ミャンマー語,30,3.0,インサート,ကနွ က် ရစ်ထတ ငွ ခ်မြုံပ်ထည်ဲ့ ထာ်းသသာ သထ ည ် အစှိတအ် ပှိုင်း်
ミャンマー語,30,4.0,スペーサ,ကကာ်း ခ ပာ်း
ミャンマー語,30,5.0,鉄筋,သတ ငှို ၊်သသ ာင်း်
ミャンマー語,30,6.0,電工ドラム（ドラム）,ပလတသ် ပါကမ် ာ်းပါသသာ ဓာတက်ကြုံှိ်းရစ်လ်း ု (ဒရမ်)
ミャンマー語,30,7.0,電動丸のこ（電のこ）,လျှပ်စစ်လအ ဝှိုင်း်
ミャンマー語,30,8.0,パッキン,အလပ ု ှိတရ် နသ် ်း ု သသာ သရာ်ောကငွ ်း်
ミャンマー語,30,9.0,小バール,သေ ာ်းသ ာင်း် အသသ်း
ミャンマー語,31,10.0,大バール,သေ ာ်းသ ာင်း် အကက်း
ミャンマー語,31,11.0,化粧合板,အလဆ င ် အထပ်သာ်းခပာ်း
ミャンマー語,31,12.0,普通合板,ရုှိ်းရုှိ်းအထပ်သာ်းခပာ်း
ミャンマー語,31,13.0,スタイロフォーム,သဖာခဲ့ပာ်း (Styrofoam)
ミャンマー語,31,14.0,面木,ပ ုစ ကွ သ် ောင၏် သထာငတ်ဲ့ ငွ ထ် ညသ်ဲ့ သာ ြှ သ်း ု သခမာငပ် ုအစှိတအ် ပှိုင်း်
ミャンマー語,31,15.0,バイブレーター,လျှပ်စစ်တနု ် ါ စကက် ရှိ ှိယာ
ミャンマー語,31,16.0,剥離剤,ာွ သဆ်း
ミャンマー語,31,17.0,けこみ板,သလက ာ်း စသညတ် ၏ှို ဲ့ သဒါငလ် ကှို အ် ခပာ်း
ミャンマー語,31,18.0,目地棒,ကနွ က် ရစ်တငွ ် သခမာင်း် သဖာ်ရန ် ထညသ်ဲ့ သာ အသ ာင်း်
ミャンマー語,31,19.0,コンクリート,ကနွ က် ရစ်
ミャンマー語,32,20.0,コンベックス,အလ ာ်းတငှို ်း် သည ်ဲ့ သသ ပတအ လပှိ ်
ミャンマー語,32,21.0,作業用手袋,လပု ်ငန်း် ငွ သ် ်း ု လကအ် ပှိ ်
ミャンマー語,32,22.0,差金,သသ ပတသ ထာငမ်ဲ့ န ် အသကာက်
ミャンマー語,32,23.0,水平器,သရခပငည် တ ငှို ်း် သည ်ဲ့ ကရှိ ှိယာ
ミャンマー語,32,24.0,墨さし,သစ်သာ်းတငွ ် အမ တအ် သာ်း သရ်းခ စ်ရန် သ်း ု သသာ ဝါ်း ျွနခ်ပာ်း
ミャンマー語,32,25.0,墨つぼ,မငအ် နက ် ထညသ်ဲ့ သာ သစ်သာ်းအု်းှိ
ミャンマー語,33,1.0,丸セパレーター （丸セパ）,ပ ုစ ကွ သ် ောငတ် ပ်ဆငရ် ာ တငွ ် သတမ် တထ် ာ်းသသာ အက ယက် ှို မ နက် နစ် ွာ ထနှိ ်း် ရန ် သ်း ု သသာ သတတ ြုံသ ာင်း်
ミャンマー語,33,2.0,天端釘,ကနွ က် ရစ်မ ကန္် ာ ခပငတ် ငွ ် စှိုကထ် ာ်းသသာ သသ ာင်း်
ミャンマー語,33,3.0,ケレン,သနရ် ဲ့ င်း် သရ်း
ミャンマー語,33,4.0,型枠支保工,ကနွ က် ရစ်သလာင်း် ှိနတ် ငွ ် ပ ုစ ကွ သ် ောငက် ှို သထာကက် နသ် ည ်ဲ့ လပု ်ငန်း်
ミャンマー語,33,5.0,基礎型枠 （メタルフォーム）,သအာက ် က နွ က် ရစ်တငွ ် သဒါငလ် ကှို စ် ှိုကထ် ာ်းသသာ သတ ငှို ပ် တလ် ည၌် ဆငသ် သာသောင်
ミャンマー語,33,6.0,釘仕舞い,ရုှိကထ် ာ်းသသာ သသ ာင်း် မ ာ်းက ှို ခပနန္် တှု သ် မှိ ််းဆည်း် ခ င်း်
ミャンマー語,33,7.0,スラブ天端,ကကမ််းခပငခ်ပာ်း
ミャンマー語,33,8.0,高さ（タッパ）,အခမင်ဲ့
ミャンマー語,33,9.0,建込み,သဒါငလ် ကှို ် တပ်ဆငခ် င်း်
ミャンマー語,34,10.0,通り,ခပနခ်ပငခ် င်း်
ミャンマー語,34,11.0,蹴上げ,သလက ာ်းတစ်ဆင၏်ဲ့ အခမင်ဲ့
ミャンマー語,34,12.0,蹴込み,သလက ာ်း၏ သခ နင်း် အက ယ်
ミャンマー語,34,13.0,工具の手入れ,ကရှိ ှိယာမ ာ်းက ှို ခပြုံခပငထ် နှိ ်း် သမှိ ််းခ င်း်
ミャンマー語,34,14.0,下げ振り,ှိနသ် ်း
ミャンマー語,34,15.0,地墨,ကကမ််းခပင ် စသညတ် တှို ဲ့ ငွ ် ခ စ်မ တထ် ာ်းသသာ မင်
ミャンマー語,34,16.0,捨てコンクリート,သခမသာ်းသပေါ်တငွ သ် ရ ်းဥ ်းစွာ သလာင်း် သသာ ကနွ က် ရစ်အလာ
ミャンマー語,34,17.0,はね出し,ကျွ ထကွ သ် နခ င်း်
ミャンマー語,34,18.0,はらみ,သဖာင်း် ကကခ င်း်
ミャンマー語,35,19.0,前面,သရ ွဲ့မ ကန္် ာ ခပင်
ミャンマー語,35,20.0,養生,ပပ ်းသာွ ်းသသာအပှိုင်း် မ ာ်းကှို ထ ှိ ကှို မ် ှုမရှိ သစရန ် ထနှိ ်း် သမှိ ််းခ င်း်
ミャンマー語,35,21.0,レベル,အနမှိ ်ဲ့အခမင၊်ဲ့ သရခပငည်
ミャンマー語,35,22.0,割付,သွ ဝသတမ် တခ် င်း်
ミャンマー語,35,23.0,埋め込み金物,ြှ ခမြုံပ်ထာ်းသသာ သထ ညပ် စစည်း်
ミャンマー語,35,24.0,解体する（バラス）,ပဖှိြုံဖ ကသ် ည်
ミャンマー語,35,25.0,かぶり寸法,သသ ာင်း် ကအှို ုပ်သည ်ဲ့ ကနွ က် ရစ်၏ အထူ
ミャンマー語,36,1.0,異形棒鋼,ပ ုသဏ္ဍာနမ် တညူ သ ည ်ဲ့ သသ ာင်း် မ ာ်း
ミャンマー語,36,2.0,結束線,တ ွ ညသ် ညက်ဲ့ကြုံှိ်း
ミャンマー語,36,3.0,結束工具,ညသ် န္ာ ငသ် ညက်ဲ့ ရှိ ှိယာ
ミャンマー語,36,4.0,鉄筋切断機,သသ ာင်း် ခဖတစ် က်
ミャンマー語,36,5.0,鉄筋曲げ加工機,သသ ာင်း် သက်းွ စက်
ミャンマー語,36,6.0,フック,သသ ာင်း် အဖ ာ်းရှိ သက်းွ ထာ်းသညအ်ဲ့ ပှိုင်း်
ミャンマー語,36,7.0,保護帽（ヘルメット）,ကာကယွ သ် ရ်းဥ ်းထပု ် (Helmet)
ミャンマー語,36,8.0,アンカー,ကနွ က် ရစ်မ အစွန်း် ထကွ သ် သ ာင်း်
ミャンマー語,36,9.0,加工場,အလပု ်ရု
ミャンマー語,37,10.0,スペーサ―,ကနွ က် ရစ်သလာင်း် ှိန ် သသ ာင်း် မလပှု ်ရနန္် င ်ဲ့ သသ ာင်း် ၏ ကနွ က် ရစ် အတငွ ်း် ရှိ အနကက် ှို ထနှိ ်း် ရန ် သ်း ု သညပ်ဲ့ စစည်း်
ミャンマー語,37,11.0,ドーナツ,သသ ာင်း် ၏ ကနွ က် ရစ် အတငွ ်း် ရှိ အနကက် ှို ထနှိ ်း် ရန ် သသ ာင်း် တငွ ် တပ်သည ်ဲ့ ပလပ်စတစ်ခပာ်း
ミャンマー語,37,12.0,加工配筋図,သက ကူ နွ က် ရစ် တညသ် ဆာကရ် နပ် ု
ミャンマー語,37,13.0,配筋詳細図,သက ကူ နွ က် ရစ် တညသ် ဆာကခ် င်း် အသသ်းစှိတပ် ု
ミャンマー語,37,14.0,開口補強筋,အသပါက ် အာ်းကသူ သ ာင်း်
ミャンマー語,37,15.0,幅止め筋,သသ ောင၏် အက ယ ် ပငမှိ ်သစရန ် ကနလ် ဲ့ န ် ဲ့ ထ ာ်းသည ်ဲ့ သသ ာင်း်
ミャンマー語,37,16.0,差筋,(ကနွ က် ရစ်တငွ ်) အစွန်း် ထကွ သ် သ ာင်း် က ှို စှိုကသ် ငွ ်း် ခ င်း်
ミャンマー語,37,17.0,柱主筋,သကာ်လတ ငှို ် အဓှိကသတ ငှို ်
ミャンマー語,37,18.0,柱配筋,သကာ်လတ ငှို အ် ာ်း သထာကက် နသ် ပ်းသည ်ဲ့ သသ ာင်း်
ミャンマー語,38,19.0,スラブ筋,ကကမ််း င်း် အတငွ ်း် ရှိ သသ ာင်း်
ミャンマー語,38,20.0,ベース筋,သအာက ် သ သ ာင်း်
ミャンマー語,38,21.0,帯筋（フープ）,သကာ်လတ ငှို သ် သ ာင်း် အာ်း ပတထ် ာ်းသညသ်ဲ့ သ ွ
ミャンマー語,38,22.0,下端筋,ရကမ် ရှိ သသ ၏ွ သအာကေ် ကရ် ှိ သသ ာင်း်
ミャンマー語,38,23.0,上端筋,ရကမ် ရှိ သသ ၏ွ အသပေါ်ေကရ် ှိ သသ ာင်း်
ミャンマー語,38,24.0,主筋,အဓှိကသသ ာင်း်
ミャンマー語,38,25.0,あばら筋,ရကမ် စသည ်ဲ့ အလ ာ်းလကှို ် သနရာမ ာ်းတငွ ် သ်း ု သည ်ဲ့ သသ ာင်း် ငယ်
ミャンマー語,39,1.0,はかま筋,သဆ ငရ် ာတငွ ် အသပေါ်ေကခ် မ််းရှိ သသ ာင်း်
ミャンマー語,39,2.0,縦筋,သဒါငလ် ကှို သ် သ ာင်း်
ミャンマー語,39,3.0,下筋,ရကမ် ၏ သအာကပ် ှိုင်း် ရှိ သသ ာင်း်
ミャンマー語,39,4.0,横筋,အလ ာ်းလကှို သ် သ ာင်း်
ミャンマー語,39,5.0,腹筋,အဓှိကသတ ငှို န္် င အ်ဲ့ ပပှိြုံင ် ထညသ်ဲ့ ငွ ်း် ထာ်းသည ်ဲ့ သသ ာင်း်
ミャンマー語,39,6.0,配力筋,အဓှိကသတ ငှို န္် င ်ဲ့ သထာငမ်ဲ့ နအ် သနအထာ်း တယွ ဆ် ကသ် ည ်ဲ့ သသ ာင်း်
ミャンマー語,39,7.0,上筋,ရကမ် ၏ အသပေါ် ပှိုင်း် ရှိ သသ ာင်း်
ミャンマー語,39,8.0,スパイラル筋,စပရငက် သ ဲ့ ှို ရဲ့ စ်သ သွ ည ်ဲ့ ပ ုစ ရှိ သသ ာင်း်
ミャンマー語,39,9.0,鉄筋径,သသ ောင၏် အ င်း်
ミャンマー語,39,10.0,かぶり厚さ,သသ ာင်း် က ှို ဖ ု်းအုပ်ထာ်းသသာ ကနွ က် ရစ်၏ အထူ
ミャンマー語,40,11.0,角度,သထာင်ဲ့
ミャンマー語,40,12.0,シングル,(သတ ငှို )် တစ်တန်း်
ミャンマー語,40,13.0,ダブル,(သတ ငှို )် န္စ ်တန်း်
ミャンマー語,40,14.0,千鳥結束,ကကကသ် ခ တ ် ညသ် န္ာ ငခ် င်း်
ミャンマー語,40,15.0,切断寸法,ခဖတသ် တာကမ် ည ်ဲ့ အရ ည်
ミャンマー語,40,16.0,加工寸法,ခပြုံခပငလ် ပု ်သဆာငမ် ည ်ဲ့ အတငှို ်း် အတာ
ミャンマー語,40,17.0,重ね継手,သသ ာင်း် ၂ သ ာင်း် ၏ အဖ ာ်းက ှို ထပ်၍ ဆကခ် င်း်
ミャンマー語,40,18.0,圧接継手,ဖှိအာ်းခဖင ်ဲ့ တယွ ဆ် ကခ် င်း်
ミャンマー語,40,19.0,開口部,သသ ောငဆ် ငရ် ာတငွ ် အလယ၌် နထ် ာ်း သ ဲ့ ည်ဲ့ အသပါက်
ミャンマー語,40,20.0,溶接金網,ဂသဟဆကထ် ာ်းသသာ သသ ာင်း် ဆန ် ါကကွ ်
ミャンマー語,41,21.0,搬出,(ပစစည်း် ) ထတု ခ် င်း်
ミャンマー語,41,22.0,搬入,(ပစစည်း် ) သငွ ်း် ခ င်း်
ミャンマー語,41,23.0,基礎,သအာကသ် ခ သဖာငသ် ဒ်းရ င်း်
ミャンマー語,41,24.0,機械式継手,သသ ာင်း် ၂ သ ာင်း် က ှို စကက် သှို ်း ု ၍ ဆကခ် င်း်
ミャンマー語,41,25.0,配筋検査,သသ ောငဆ် ငပ်ပ ်းသနာက ် စစ်သဆ်းမှု
ミャンマー語,42,1.0,トラクタ,ထနွ စ် က ် (Tractor)
ミャンマー語,42,2.0,ブルドーザ,သခမထ်းှို စက ် (ေဒူ ဇှို ာ)
ミャンマー語,42,3.0,トラクタショベル,ထရကတ် ာသရ ာ်ဗယ ် (Tractor shovel)
ミャンマー語,42,4.0,ホイルローダ,ကာ်းေ်း ခဖငသ်ဲ့ ာွ ်းသသာ ထရကတ် ာသရ ာ်ဗယက် ာ်း
ミャンマー語,42,5.0,ダンプトラック,သခမသက ာကသ် ယက် ာ်း (Dump truck)
ミャンマー語,42,6.0,油圧ショベル,ဟကှို ဒ် သရာလစ်သရ ာ်ဗယ ် (Hydraulic shovel)
ミャンマー語,42,7.0,バックホウ,ေကဟ် ်းှို
ミャンマー語,42,8.0,ローディングショベル,သခမသက ာကတ် ငဖ် ှိုရဲ့ ာတငွ သ် ်း ု သသာ ဟကှို ဒ် သရာလစ် သရ ာ်ဗယ ် (Loading shovel)
ミャンマー語,43,9.0,ローラ,တလမှိ ်ဲ့တ်း ု (ရုှိလာ)
ミャンマー語,43,10.0,バケット,သခမသက ာကသ် ယ ် ကွ ် (Bucket)
ミャンマー語,43,11.0,ブーム,ကရှိန်း် ၊သရ ာ်ဗယက် ာ်း စသညတ် ၏ှို ဲ့ လကတ် အရင်း် ပှိုင်း် (Boom)
ミャンマー語,43,12.0,アーム,ကရှိန်း် ၊သရ ာ်ဗယက် ာ်း စသညတ် ၏ှို ဲ့ လကတ် အဖ ာ်းပှိုင်း် (Arm)
ミャンマー語,43,13.0,ブレード（排土板）,သခမတနွ ်း် သရ ွဲ့သည ်ဲ့ ေလတှိ ခ်ပာ်း
ミャンマー語,43,14.0,タイヤ,ေ်း ၊ တာယာ
ミャンマー語,43,15.0,クローラ,ယာဥ်၏ေ်း မ ာ်းကပှို တ၍် လမှိ ်ဲ့သသာ (သရာ်ော) ှိန်း် ါ်းပတခ်ပာ်း
ミャンマー語,43,16.0,キー（鍵）,သသာဲ့
ミャンマー語,43,17.0,作業装置 （アタッチメント）,လပု ်ငန်း် သ်း ု တပ်ဆငစ် ရာ ကရှိ ှိယာ (Attachment)
ミャンマー語,43,18.0,エンジン,အငဂ် ငစ် က်
ミャンマー語,43,19.0,ディーゼルエンジン,ဒဇ ယအ် ငဂ် ငစ် က်
ミャンマー語,44,20.0,エンジンオイル,အငဂ် ငဝ် ှိုင၊်အငဂ် ငဆ်
ミャンマー語,44,21.0,オルタネータ （充電発電機）,ခပနလ် န လ် ျှပ်ထတု စ် က ် (သအာ်လတ် ာသနတာ)
ミャンマー語,44,22.0,バッテリ,ေကထ် ရ အု်းှိ ၊ဓာတ ်
ミャンマー語,44,23.0,燃料,သလာငစ် ာဆ
ミャンマー語,44,24.0,軽油,ဒဇ ယဆ်
ミャンマー語,44,25.0,ブレーキ,ေရှိတ်
ミャンマー語,45,1.0,油圧シリンダ,ဟကှို ဒ် သရာလစ် ဆလငဒ် ါ
ミャンマー語,45,2.0,油圧モータ,ဟကှို ဒ် သရာလစ် သမာ်တာ
ミャンマー語,45,3.0,油圧ポンプ,ဟကှို ဒ် သရာလစ် ပန် ဲ့
ミャンマー語,45,4.0,水漏れ,သရယစှို ှိမ်ဲ့ခ င်း်
ミャンマー語,45,5.0,油漏れ,ဆယ စှို ှိမ်ဲ့ခ င်း်
ミャンマー語,45,6.0,冷却水,အသအ်း သ ပ်းသညသ်ဲ့ ရ
ミャンマー語,45,7.0,ブレーキ液,ေရှိတအ် ရည်/ေရှိတဆ်
ミャンマー語,45,8.0,燃料タンク,သလာငစ် ာဆပ ု်း၊ သလာငစ် ာဆက န်
ミャンマー語,45,9.0,ファンベルト,ပနက် ာကကြုံှိ်း
ミャンマー語,45,10.0,空気圧,(ေ်း ၊ တာယာထရ ှိ ) သလဖှိအာ်း
ミャンマー語,45,11.0,クラッチ,(ကာ်း) ကလပ်
ミャンマー語,45,12.0,急発進,ရုတတ် ရကအ် ခမန ် စထကွ ခ် င်း်
ミャンマー語,45,13.0,急ブレーキ,ရုတတ် ရကအ် ခမန ် ေရှိတအ် ုပ်ခ င်း်
ミャンマー語,46,14.0,アイドリング,(အငဂ် င်) န္်းှိှု ၍ အလတွ ် လညသ် စခ င်း်
ミャンマー語,46,15.0,走行,(ကာ်း) သခပ်းခ င်း် /သာွ ်းခ င်း်
ミャンマー語,46,16.0,旋回,ဆလ ု ညလ် ည ခ်ဲ့ င်း်
ミャンマー語,46,17.0,安全ロック,အန္ရတ ာယက် င်း် သစရန၊် စကအ် စှိတအ် ပှိုင်း် မ ာ်း မသရွွဲ့ရ ာ်းန္ငှို သ် အာင ် ထမှိ ််း ြုံပ်သည ်ဲ့ ကရှိ ှိယာ
ミャンマー語,46,18.0,安全支柱,ခပြုံတက် မညအ်ဲ့ န္ရတ ာယက် ာ ကယွ သ် ရ်း သထာကတ် ငှို ်
ミャンマー語,46,19.0,補給（する）,ခဖညခ်ဲ့ င်း်
ミャンマー語,46,20.0,駐車（する）,(ပါကငမ် ာ) ကာ်းရပ်ခ င်း် ၊ ကာ်းထ်းှို ခ င်း်
ミャンマー語,46,21.0,歩行者,လမ််းသာွ ်းလမ််းလာ
ミャンマー語,46,22.0,車両,ေ်း တပ်ယာဥ်
ミャンマー語,46,23.0,死角,(ယာဥ်သမာင်း် ) မ ကက် ယွ ်
ミャンマー語,46,24.0,斜面,ကနု ်း် သစာင်း် ၊ ဆငသ် ခ သလျှာ
ミャンマー語,46,25.0,転圧（する）,သအာကသ် ခ သခမသာ်းမ ာ်းကှို တလမှိ ်ဲ့တ်း ု စသညတ် ခှိုဖဲ့ င ်ဲ့ ဖှိ၍ သပှိ ်သည်း် သစခ င်း်
ミャンマー語,47,1.0,接触（する）,ထ(ှိ သည်)
ミャンマー語,47,2.0,作動（する）,လပှု ်ရ ာ်းလညပ် တ်(သည်)
ミャンマー語,47,3.0,整備（する）,ြှ အဆငခ်ဲ့မငတ်ဲ့ င်(သည်)
ミャンマー語,47,4.0,点検（する）,စစ်သဆ်း(သည်)
ミャンマー語,47,5.0,動かす,သရ ွဲ့သည၊်လပှု ်ရ ာ်းသစသည်
ミャンマー語,47,6.0,運転（する）,သမာင်း် န္င ်(သည်)
ミャンマー語,47,7.0,測る,တငှို ်း် သည်
ミャンマー語,47,8.0,操作（する）,သမာင်း် (သည်)
ミャンマー語,47,9.0,停止（する）,ရပ်(သည်)
ミャンマー語,47,10.0,切る,ခဖတသ် ည၊်ရပ်သစသည်
ミャンマー語,47,11.0,回す,လည ပ်ဲ့ တသ် ည၊်ခဖနသ် ဲ့ ဝသည်
ミャンマー語,48,12.0,押す,တနွ ်း် သည၊် ( လတု ်)န္ပှိ ်သည်
ミャンマー語,48,13.0,集める,စုစည်း် သည်
ミャンマー語,48,14.0,触る,(လကန္် င ်ဲ့)ထသှိ ည၊်ကငှို သ် ည်
ミャンマー語,48,15.0,縛る,ညသ် န္ာ ငသ် ည်
ミャンマー語,48,16.0,揃える,ြှ ညသှိ ည်
ミャンマー語,48,17.0,結ぶ,ထ်း ု သည၊် ညသ် ည်
ミャンマー語,48,18.0,しゃがむ,သဆာငသ်ဲ့ ကကာငထ်ဲ့ ငှို သ် ည်
ミャンマー語,48,19.0,調整（する）,ြှ ကကှို ည် ှိ(သည်)
ミャンマー語,48,20.0,閉じる,ပှိတသ် ည်
ミャンマー語,49,1.0,取り出す,ထတု ယ် သူ ည်
ミャンマー語,49,2.0,戻す,ခပနထ် ာ်းသည်
ミャンマー語,49,3.0,仕上げる,သနာကဆ် ်း ု ပှိတအ် သ ာသပ်သည်
ミャンマー語,49,4.0,折れる,က ှိြုံ်းသည်
ミャンマー語,49,5.0,欠ける,ပ ဲ့သည်
ミャンマー語,49,6.0,近づく,အနာ်းကပ်လာသည်
ミャンマー語,49,7.0,電源を入れる,လျှပ်စစ် လတု က် ဖှို ွငသ်ဲ့ ည်
ミャンマー語,49,8.0,電源を落とす,လျှပ်စစ် လတု က် ပှို ှိတသ် ည်
ミャンマー語,49,9.0,スイッチを切る,လတု ပ် ှိတသ် ည်
ミャンマー語,49,10.0,固定（する）,( ငှို မ် ာသအာင်)တပ်ဆင(် သည်)
ミャンマー語,49,11.0,ゆるめる,(သ ာငလ် ညသ် အာင်) သလျှာသဲ့ ည်
ミャンマー語,49,12.0,伸ばす,ဆဆွ နသ် ဲ့ ည်
ミャンマー語,49,13.0,外す,ဖယရ် ာ်းသည်
ミャンマー語,49,14.0,曲げる,သက်းွ သည်
ミャンマー語,49,15.0,出す,(အခပင်)ထတု သ် ည်
ミャンマー語,49,16.0,乾かす,အသခ ာက ် သ ည်
ミャンマー語,50,17.0,数える,သရတကွ သ် ည်
ミャンマー語,50,18.0,運ぶ,သယသ် ဆာငသ် ည်
ミャンマー語,50,19.0,積む,ပ ုသည်
ミャンマー語,50,20.0,下ろす,သအာက ် သည်
ミャンマー語,50,21.0,離れる,စွန ် ဲ့ ာွ သည၊်သရ ာငတ် မှိ ််းသည်
ミャンマー語,51,1.0,位置,သနရာ
ミャンマー語,51,2.0,寸法,အတငှို ်း် အထာွ
ミャンマー語,51,3.0,測定（する）,တငှို ်း် တာ(သည)်
ミャンマー語,51,4.0,計測（する）,ခ ငတ် ယွ တ် ငှို ်း် တာ(သည)်
ミャンマー語,51,5.0,計測器,ခ ငတ် ယွ တ် ငှို ်း် တာသည ်ဲ့ ကရှိ ှိယာ
ミャンマー語,51,6.0,温度,အပူ ှိန်
ミャンマー語,51,7.0,高さ,အခမင်ဲ့
ミャンマー語,51,8.0,長さ,အရ ည၊်အလ ာ်း
ミャンマー語,51,9.0,重さ,အသလ်း ှိန်
ミャンマー語,51,10.0,厚さ,အထူ
ミャンマー語,51,11.0,硬さ,အမာ
ミャンマー語,51,12.0,深さ,အနက်
ミャンマー語,51,13.0,表面,မ ကန္် ာ ခပင်
ミャンマー語,51,14.0,すきま,ကကာ်းလပ်သနသညသ်ဲ့ နရာ
ミャンマー語,51,15.0,中心,ဗဟ ှို က်
ミャンマー語,52,16.0,値,တနဖ် ှို်း
ミャンマー語,52,17.0,安定（する）,တညပ်ငမှိ ်(သည)်
ミャンマー語,52,18.0,大きさ,အရွယအ် စာ်း
ミャンマー語,52,19.0,数,အသရအတကွ ်
ミャンマー語,52,20.0,誤差,အလ၊ွ အမ ာ်း
ミャンマー語,52,21.0,中,အတငွ ်း် ၊အထ
ミャンマー語,52,22.0,反対,ဆနက် ဲ့ ငေ် က၊် အခ ာ်းတစ်ဖက၊် မ ကန္် ာ င်း် ဆငှို ်
ミャンマー語,52,23.0,周り,အန်း ပတဝ် န်း် က င်
ミャンマー語,52,24.0,尺,ရ ု (အရ ည၊်အလျှာ်း)
ミャンマー語,52,25.0,青,အခပာသရာင်
ミャンマー語,52,26.0,赤,အနသ ရာင်
ミャンマー語,52,27.0,白,အခဖြူသရာင်
ミャンマー語,52,28.0,黄色,အဝါသရာင်
ミャンマー語,53,1.0,片づける,သနစ် ဲ့ ငသ် မှိ ််းဆည်း် သည်
ミャンマー語,53,2.0,捨てる,စွနပ် ဲ့ စ်သည်
ミャンマー語,53,3.0,掃く,(တခ မကစ် ည်း် )လည ်း် က င်း် သည်
ミャンマー語,53,4.0,持ち上げる,မသည်
ミャンマー語,53,5.0,束ねる,စည်း် သည်
ミャンマー語,53,6.0,足をくじく,သခ ဆစ်သ ါကသ် ည်
ミャンマー語,54,1.0,一輪車,ေ်း တစ်ေ်း သာပါသည ်ဲ့ ပစစည်း် သယလ် ည ်း်
ミャンマー語,54,2.0,支柱,သထာကတ် ငှို ်
ミャンマー語,54,3.0,ショベル,သဂေါ် ခပာ်း၊ငန်း် ခပာ်း
ミャンマー語,54,4.0,かけや,သစ်သာ်းတအူ ကက်း စာ်း
